primal_vertex_tag,dual_quadrangle_element_tag,primal_face_index
272,1421,474
225,1422,474
225,1423,475
365,1424,475
386,1425,475
118,1426,476
115,1427,476
387,1428,476
387,1429,477
330,1430,477
118,1431,477
202,1432,478
211,1433,478
388,1434,478
388,1435,479
354,1436,479
202,1437,479
267,1438,480
263,1439,480
389,1440,480
389,1441,481
362,1442,481
267,1443,481
54,1444,482
258,1445,482
373,1446,482
373,1447,483
308,1448,483
54,1449,483
156,1450,484
281,1451,484
390,1452,484
390,1453,485
322,1454,485
156,1455,485
269,1456,486
342,1457,486
359,1458,486
95,1459,487
153,1460,487
391,1461,487
391,1462,488
94,1463,488
95,1464,488
222,1465,489
221,1466,489
392,1467,489
392,1468,490
282,1469,490
222,1470,490
228,1471,491
283,1472,491
393,1473,491
393,1474,492
332,1475,492
228,1476,492
394,1477,493
139,1478,493
135,1479,493
135,1480,494
161,1481,494
394,1482,494
266,1483,495
235,1484,495
395,1485,495
395,1486,496
377,1487,496
266,1488,496
233,1489,497
275,1490,497
396,1491,497
397,1492,498
326,1493,498
233,1494,498
233,1495,499
396,1496,499
397,1497,499
174,1498,500
170,1499,500
398,1500,500
399,1501,501
255,1502,501
174,1503,501
174,1504,502
398,1505,502
399,1506,502
292,1507,503
295,1508,503
400,1509,503
401,1510,504
293,1511,504
292,1512,504
402,1513,505
401,1514,505
292,1515,505
400,1516,506
402,1517,506
292,1518,506
403,1519,507
283,1520,507
249,1521,507
249,1522,508
362,1523,508
403,1524,508
170,1525,509
340,1526,509
404,1527,509
404,1528,510
398,1529,510
170,1530,510
246,1531,511
346,1532,511
405,1533,511
405,1534,512
331,1535,512
246,1536,512
263,1537,513
332,1538,513
389,1539,513
105,1540,514
296,1541,514
348,1542,514
406,1543,515
298,1544,515
297,1545,515
355,1546,516
406,1547,516
297,1548,516
275,1549,517
329,1550,517
396,1551,517
25,1552,518
127,1553,518
407,1554,518
407,1555,519
296,1556,519
25,1557,519
408,1558,520
221,1559,520
278,1560,520
278,1561,521
306,1562,521
409,1563,521
278,1564,522
409,1565,522
408,1566,522
410,1567,523
304,1568,523
256,1569,523
256,1570,524
359,1571,524
410,1572,524
127,1573,525
124,1574,525
411,1575,525
127,1576,526
411,1577,526
407,1578,526
221,1579,527
408,1580,527
412,1581,527
412,1582,528
392,1583,528
221,1584,528
299,1585,529
307,1586,529
413,1587,529
413,1588,530
342,1589,530
299,1590,530
404,1591,531
264,1592,531
139,1593,531
139,1594,532
394,1595,532
404,1596,532
235,1597,533
367,1598,533
414,1599,533
414,1600,534
395,1601,534
235,1602,534
380,1603,535
369,1604,535
335,1605,535
415,1606,536
181,1607,536
177,1608,536
177,1609,537
373,1610,537
415,1611,537
268,1612,538
378,1613,538
416,1614,538
416,1615,539
334,1616,539
268,1617,539
386,1618,540
372,1619,540
272,1620,540
258,1621,541
259,1622,541
415,1623,541
415,1624,542
373,1625,542
258,1626,542
295,1627,543
331,1628,543
417,1629,543
417,1630,544
400,1631,544
295,1632,544
418,1633,545
393,1634,545
283,1635,545
283,1636,546
403,1637,546
418,1638,546
340,1639,547
270,1640,547
264,1641,547
404,1642,548
340,1643,548
264,1644,548
419,1645,549
241,1646,549
271,1647,549
271,1648,550
341,1649,550
420,1650,550
271,1651,551
420,1652,551
419,1653,551
397,1654,552
380,1655,552
326,1656,552
115,1657,553
294,1658,553
387,1659,553
421,1660,554
306,1661,554
274,1662,554
274,1663,555
384,1664,555
421,1665,555
422,1666,556
307,1667,556
304,1668,556
304,1669,557
410,1670,557
422,1671,557
423,1672,558
201,1673,558
33,1674,558
33,1675,559
314,1676,559
423,1677,559
302,1678,560
311,1679,560
424,1680,560
425,1681,561
303,1682,561
302,1683,561
302,1684,562
424,1685,562
425,1686,562
422,1687,563
413,1688,563
307,1689,563
333,1690,564
251,1691,564
250,1692,564
250,1693,565
352,1694,565
333,1695,565
311,1696,566
364,1697,566
426,1698,566
426,1699,567
424,1700,567
311,1701,567
427,1702,568
347,1703,568
323,1704,568
323,1705,569
372,1706,569
427,1707,569
66,1708,570
270,1709,570
428,1710,570
428,1711,571
243,1712,571
66,1713,571
232,1714,572
286,1715,572
429,1716,572
429,1717,573
368,1718,573
232,1719,573
430,1720,574
359,1721,574
342,1722,574
342,1723,575
413,1724,575
430,1725,575
284,1726,576
321,1727,576
345,1728,576
318,1729,577
321,1730,577
284,1731,577
293,1732,578
401,1733,578
431,1734,578
431,1735,579
375,1736,579
293,1737,579
329,1738,580
369,1739,580
432,1740,580
432,1741,581
396,1742,581
329,1743,581
433,1744,582
199,1745,582
147,1746,582
147,1747,583
327,1748,583
433,1749,583
434,1750,584
242,1751,584
241,1752,584
241,1753,585
419,1754,585
434,1755,585
435,1756,586
389,1757,586
332,1758,586
332,1759,587
393,1760,587
435,1761,587
436,1762,588
245,1763,588
16,1764,588
16,1765,589
363,1766,589
436,1767,589
437,1768,590
341,1769,590
320,1770,590
320,1771,591
319,1772,591
438,1773,591
438,1774,592
437,1775,592
320,1776,592
439,1777,593
365,1778,593
347,1779,593
347,1780,594
427,1781,594
439,1782,594
312,1783,595
291,1784,595
440,1785,595
440,1786,596
327,1787,596
312,1788,596
406,1789,597
437,1790,597
298,1791,597
298,1792,598
437,1793,598
441,1794,598
441,1795,599
385,1796,599
298,1797,599
362,1798,600
389,1799,600
442,1800,600
442,1801,601
403,1802,601
362,1803,601
423,1804,602
294,1805,602
201,1806,602
443,1807,603
309,1808,603
208,1809,603
208,1810,604
358,1811,604
443,1812,604
439,1813,605
386,1814,605
365,1815,605
204,1816,606
349,1817,606
353,1818,606
444,1819,607
409,1820,607
306,1821,607
306,1822,608
421,1823,608
444,1824,608
445,1825,609
410,1826,609
359,1827,609
359,1828,610
430,1829,610
445,1830,610
124,1831,611
230,1832,611
446,1833,611
446,1834,612
411,1835,612
124,1836,612
447,1837,613
286,1838,613
242,1839,613
242,1840,614
434,1841,614
447,1842,614
369,1843,615
380,1844,615
448,1845,615
448,1846,616
432,1847,616
369,1848,616
218,1849,617
301,1850,617
449,1851,617
449,1852,618
370,1853,618
218,1854,618
450,1855,619
346,1856,619
337,1857,619
337,1858,620
316,1859,620
451,1860,620
451,1861,621
450,1862,621
337,1863,621
389,1864,622
435,1865,622
442,1866,622
192,1867,623
308,1868,623
