diamond_tag,primal_a,primal_b,center_x,center_y,center_z,grad_x,grad_y,grad_z,error_to_exact_surface_gradient
43,9,19,0.86516599676482,0.12297451259841996,0.4721504088964845,-0.3820043736367339,0.02751685829218914,0.6917235276780983,0.030338428174404502
44,9,126,0.9236257404866767,0.12030854080266014,0.34567004377634236,-0.43245497747133305,0.12601534192019342,1.1102981967411736,0.007989219996388916
45,9,137,0.9240422037764657,-0.11845456040508295,0.34518678599396174,-0.43021286224865546,-0.12554400594275,1.1118338241618189,0.007763831698899951
46,10,11,0.6477235901429867,0.0027049437670736316,0.7531588023592187,0.05456265203707557,-0.009202512437205148,-0.04722133551694525,0.020007201383413845
47,10,16,0.7873330068450346,-0.11081155344355445,0.5962694132127349,-0.2612636811227633,0.046974133033438364,0.35288385480098783,0.012365021891999664
48,10,19,0.7887110653609812,0.12365769524794383,0.5908722156037869,-0.26281088067955294,-0.0461067211433884,0.36038684758023326,0.008964749598555567
49,10,21,0.697103276127526,0.123657695247942,0.6965932401392172,-0.04685550231855885,-0.19185889350577734,0.08071806495182146,0.029580896995412973
50,10,139,0.6851424500371686,-0.10832364693066956,0.7110356900350282,-0.02347146933472967,0.19672533818335636,0.05351772359255002,0.03764853080950259
51,11,12,0.4119740383851341,0.00019680172356877426,0.9036923842773105,1.2705012922213512,-0.0011128871196691913,-0.5802179897340478,0.011410760656174253
52,11,14,0.4695900132933096,0.12464052717619896,0.8660265373336777,0.9204621023668748,-0.354427951100718,-0.4483484522371338,0.013784520840660449
53,11,20,0.46983410422684574,-0.12087893846766393,0.8670647566884251,0.932834415241406,0.33079636364531917,-0.4552111372330915,0.03287900254717632
54,11,21,0.5897294213575532,0.1238699831688928,0.7894630636081666,0.3209295979345082,-0.2699100108178912,-0.19727770294042704,0.033023712362149855
55,11,139,0.5776256501271044,-0.11024793926428676,0.8023987860132819,0.3593732637743296,0.2454735039057014,-0.22626812602438887,0.02920225851193091
56,12,14,0.33453129642231705,0.12478265869073023,0.9263161411036454,1.7634332896033469,-0.3522830902710901,-0.58104394874309,0.01557357258919164
57,12,20,0.3469619263525238,-0.12625192144439282,0.9221386200105239,1.671453295166428,0.319124446813985,-0.5838501431564956,0.035233862981384645
58,12,123,0.17624769168287738,0.12397860826394536,0.967694625276877,2.5372574572233453,-0.1331188270312118,-0.44946268687830465,0.08238752956636787
59,12,140,0.22450112713077963,-0.13668095344959647,0.9573029530594289,2.363422585998987,0.2196279198058988,-0.5114634344700044,0.046657124561944686
60,13,22,0.9515391804573199,0.2473804138571127,-0.14012085239755812,0.007897783340899772,0.3961216507147677,0.7487251389017344,0.06027778796306095
61,13,24,0.9010095462221062,0.36492539253909473,-0.203513107599502,0.00968359747338167,0.2434352867133071,0.478875968427516,0.03852159712598264
62,13,25,0.8616128713396466,0.36027365633195974,-0.3384212961303762,-0.1557402507328839,0.014067209943173814,-0.38254331365736893,0.044338066632475644
63,13,144,0.8708125503342394,0.24150528564156104,-0.41222927197275516,-0.4616458807006182,0.0408033242307214,-0.9519214979911113,0.04554569183958995
64,14,21,0.5161147266267445,0.24800115381907648,0.8114386321958315,0.7540096922322488,-0.6137897412433964,-0.292295522807194,0.022251733386457348
65,14,23,0.42537057737937556,0.372080831187659,0.8160820749363271,1.2059807152797495,-0.7722171835253095,-0.2692366647999084,0.025151827426004438
66,14,39,0.2763418632185675,0.379350823479072,0.8718838270236364,1.7166207174061254,-0.4989609015473086,-0.325242298936371,0.11018222615250303
67,14,123,0.22788205967860375,0.25025299652269883,0.9307293019362203,2.154764778410612,-0.41666933290770075,-0.41492071753271265,0.046332386105586564
68,15,127,0.526910382417501,0.2441658630367439,-0.8054113615033398,-0.47266104768013434,-1.1573007632153207,-0.6604147547839301,0.052141101899748965
69,15,128,0.4470837869420877,0.3665497134060308,-0.8064700414237118,0.11249987902007058,-1.6020470886423348,-0.6713524600957711,0.04129834738223926
70,15,129,0.3026669405572933,0.3654482004095666,-0.8711532517818263,0.9412867362326142,-1.45260570932457,-0.28713395124557684,0.07150334564406981
71,15,141,0.26646668026477416,0.24627357016275517,-0.9248016733008054,1.385174842779735,-1.0310023500838448,0.13058712601040756,0.06753418553367571
72,16,137,0.8790903882422673,-0.22663438569985822,0.40426175480950866,-0.40509936223612303,-0.08866063349081077,0.834794963527948,0.009530601077726157
73,16,139,0.7158935415909042,-0.2181593650290249,0.6515805472264085,-0.03367754931372233,0.2577081356012526,0.1230275297410221,0.007828427872720218
74,16,175,0.7375149308466356,-0.32240460274914845,0.5824285404914918,0.006787362372523809,0.3318036238743465,0.17352401912888954,0.013243249367395968
75,16,189,0.8219771471492399,-0.3186679016668136,0.46114371867777926,-0.2513068336019679,0.12007264036694043,0.5261120534607077,0.02044662319691155
76,17,131,0.8743420615981432,-0.2439178109922081,-0.4030501987570124,-0.4347163998487172,-0.059298563451512035,-0.904810665536227,0.0359078268267824
77,17,132,0.8684627632415427,-0.35980533713758867,-0.32177046411718424,-0.12318709763699054,-0.036391202788791654,-0.28857000090969753,0.058192716415775246
78,17,138,0.9539419836485115,-0.24306820934883433,-0.13409383040248557,0.010479228273164262,-0.39849035974696256,0.7872609041977009,0.0540983988581964
79,17,169,0.9104382229280747,-0.348736675993929,-0.196320694741197,0.011347294457123333,-0.2732377475228289,0.5246228324825151,0.042050488210964146
80,18,119,0.23723813159715296,-0.29251333121352374,-0.9162314085381662,1.4330786291234627,0.9299507758410424,0.10690603479499691,0.24057403146305992
81,18,142,0.5246377140128762,-0.2245797731528958,-0.8139645858828912,-0.47968843576835335,1.0530658062809426,-0.5884163898259197,0.06646560968071571
82,18,168,0.3472728605179376,-0.36859751525527107,-0.855337844141285,0.7474498292412463,1.5294080629082696,-0.35120679040352265,0.06857205268369627
83,18,176,0.46325669120669316,-0.3202706947453362,-0.821324465196512,-0.008443770765216518,1.4288594560032588,-0.5480375275062797,0.07768602715455956
84,19,21,0.729209315638879,0.24573574263929726,0.6284319770014546,-0.04267853817120977,-0.2585929294229662,0.1499034395442247,0.007360782989499978
85,19,33,0.7520109867543195,0.3557513235154084,0.5444782872141605,-0.005260488936740276,-0.3412350629134309,0.2286959183164899,0.020225876599767892
86,19,126,0.8781107570766779,0.23647800237131789,0.4013582178827826,-0.40156467099513754,0.0872511079635607,0.8265435926204057,0.005608613895079922
87,19,188,0.825644436778872,0.332403258915799,0.44611568198462764,-0.2622987978821986,-0.11318001324571053,0.5618892769639803,0.007917573103032911
