primal_vertex_tag,dual_quadrangle_element_tag,primal_face_index
199,1124,375
4,1125,375
32,1126,376
218,1127,376
1,1128,376
162,1129,377
163,1130,377
122,1131,377
127,1132,378
147,1133,378
129,1134,378
27,1135,379
212,1136,379
49,1137,379
1,1138,380
218,1139,380
39,1140,380
55,1141,381
202,1142,381
170,1143,381
145,1144,382
221,1145,382
50,1146,382
119,1147,383
159,1148,383
120,1149,383
125,1150,384
200,1151,384
117,1152,384
151,1153,385
206,1154,385
100,1155,385
192,1156,386
193,1157,386
95,1158,386
108,1159,387
196,1160,387
137,1161,387
168,1162,388
191,1163,388
30,1164,388
121,1165,389
197,1166,389
124,1167,389
146,1168,390
172,1169,390
139,1170,390
128,1171,391
225,1172,391
89,1173,391
113,1174,392
162,1175,392
122,1176,392
148,1177,393
205,1178,393
105,1179,393
100,1180,394
206,1181,394
99,1182,394
103,1183,395
230,1184,395
80,1185,395
190,1186,396
198,1187,396
135,1188,396
203,1189,397
219,1190,397
33,1191,397
154,1192,398
215,1193,398
174,1194,398
39,1195,399
218,1196,399
204,1197,399
73,1198,400
209,1199,400
153,1200,400
44,1201,401
226,1202,401
159,1203,401
1,1204,402
229,1205,402
2,1206,402
105,1207,403
205,1208,403
157,1209,403
177,1210,404
212,1211,404
26,1212,404
2,1213,405
228,1214,405
1,1215,405
50,1216,406
221,1217,406
22,1218,406
1,1219,407
228,1220,407
33,1221,407
40,1222,408
203,1223,408
34,1224,408
38,1225,409
204,1226,409
42,1227,409
173,1228,410
211,1229,410
55,1230,410
184,1231,411
185,1232,411
163,1233,411
153,1234,412
209,1235,412
198,1236,412
58,1237,413
207,1238,413
182,1239,413
39,1240,414
229,1241,414
1,1242,414
59,1243,415
208,1244,415
173,1245,415
141,1246,416
212,1247,416
177,1248,416
26,1249,417
212,1250,417
27,1251,417
162,1252,418
227,1253,418
95,1254,418
66,1255,419
156,1256,419
129,1257,419
12,1258,420
213,1259,420
13,1260,420
36,1261,421
210,1262,421
37,1263,421
22,1264,422
221,1265,422
23,1266,422
76,1267,423
218,1268,423
32,1269,423
166,1270,424
202,1271,424
102,1272,424
179,1273,425
213,1274,425
12,1275,425
32,1276,426
219,1277,426
74,1278,426
80,1279,427
230,1280,427
82,1281,427
174,1282,428
215,1283,428
58,1284,428
65,1285,429
220,1286,429
194,1287,429
89,1288,430
225,1289,430
91,1290,430
172,1291,431
231,1292,431
9,1293,431
58,1294,432
215,1295,432
207,1296,432
82,1297,433
214,1298,433
84,1299,433
142,1300,434
215,1301,434
154,1302,434
95,1303,435
227,1304,435
92,1305,435
55,1306,436
211,1307,436
202,1308,436
9,1309,437
231,1310,437
10,1311,437
204,1312,438
218,1313,438
76,1314,438
125,1315,439
201,1316,439
200,1317,439
137,1318,440
222,1319,440
93,1320,440
74,1321,441
219,1322,441
203,1323,441
208,1324,442
211,1325,442
173,1326,442
106,1327,443
222,1328,443
149,1329,443
182,1330,444
220,1331,444
65,1332,444
146,1333,445
231,1334,445
172,1335,445
123,1336,446
207,1337,446
142,1338,446
129,1339,447
147,1340,447
66,1341,447
207,1342,448
215,1343,448
142,1344,448
194,1345,449
220,1346,449
123,1347,449
198,1348,450
209,1349,450
135,1350,450
149,1351,451
224,1352,451
148,1353,451
158,1354,452
213,1355,452
179,1356,452
214,1357,453
230,1358,453
104,1359,453
189,1360,454
214,1361,454
104,1362,454
123,1363,455
220,1364,455
207,1365,455
64,1366,456
224,1367,456
187,1368,456
200,1369,457
201,1370,457
133,1371,457
103,1372,458
211,1373,458
208,1374,458
82,1375,459
230,1376,459
214,1377,459
207,1378,460
220,1379,460
182,1380,460
113,1381,461
227,1382,461
162,1383,461
159,1384,462
226,1385,462
120,1386,462
