primal_vertex_tag,dual_quadrangle_element_tag,primal_face_index
862,831,277
47,832,278
921,833,278
906,834,278
857,835,279
922,836,279
817,837,279
863,838,280
926,839,280
892,840,280
823,841,281
937,842,281
75,843,281
830,844,282
924,845,282
58,846,282
887,847,283
938,848,283
837,849,283
896,850,284
934,851,284
907,852,284
861,853,285
928,854,285
919,855,285
44,856,286
925,857,286
869,858,286
865,859,287
928,860,287
861,861,287
841,862,288
933,863,288
844,864,288
851,865,289
931,866,289
901,867,289
874,868,290
934,869,290
896,870,290
73,871,291
938,872,291
866,873,291
819,874,292
936,875,292
42,876,292
904,877,293
923,878,293
831,879,293
837,880,294
938,881,294
73,882,294
54,883,295
930,884,295
904,885,295
837,886,296
932,887,296
911,888,296
824,889,297
935,890,297
893,891,297
859,892,298
930,893,298
900,894,298
866,895,299
938,896,299
887,897,299
907,898,300
937,899,300
823,900,300
904,901,301
930,902,301
859,903,301
893,904,302
935,905,302
918,906,302
918,907,303
935,908,303
860,909,303
907,910,304
934,911,304
838,912,304
838,913,305
937,914,305
907,915,305
884,916,306
927,917,306
920,918,306
920,919,307
927,920,307
868,921,307
915,922,308
936,923,308
819,924,308
932,925,309
934,926,309
874,927,309
838,928,310
934,929,310
932,930,310
2,931,311
45,932,311
35,933,311
57,934,312
3,935,312
67,936,312
56,937,313
57,938,313
67,939,313
56,940,314
67,941,314
68,942,314
950,943,315
986,944,315
114,945,315
968,946,316
989,947,316
987,948,316
950,949,317
990,950,317
986,951,317
957,952,318
1021,953,318
988,954,318
997,955,319
1004,956,319
954,957,319
987,958,320
1037,959,320
968,960,320
993,961,321
1010,962,321
994,963,321
988,964,322
1024,965,322
957,966,322
954,967,323
1041,968,323
997,969,323
1010,970,324
1022,971,324
994,972,324
30,973,325
988,974,325
948,975,325
83,976,326
957,977,326
84,978,326
957,979,327
1024,980,327
84,981,327
986,982,328
998,983,328
939,984,328
95,985,329
993,986,329
955,987,329
32,988,330
983,989,330
33,990,330
993,991,331
994,992,331
955,993,331
942,994,332
1005,995,332
964,996,332
951,997,333
997,998,333
985,999,333
1002,1000,334
1016,1001,334
956,1002,334
988,1003,335
1021,1004,335
948,1005,335
943,1006,336
1001,1007,336
1000,1008,336
991,1009,337
1048,1010,337
953,1011,337
1006,1012,338
1052,1013,338
1007,1014,338
940,1015,339
1011,1016,339
999,1017,339
983,1018,340
1023,1019,340
