x y z
0.789138548109188 0.2226320911003512 0.2399564033590449
0.7009024073546561 0.4375020274793576 0.2445555013248538
0.6207379711005653 0.3235499173770077 0.0002760439878592754

0.6207379711005653 0.3235499173770077 0.0002760439878592754
0.7009024073517839 0.4375020274801192 -0.2445555013234091
0.7870313986616545 0.2230386107770369 -0.2385058539551111

0.6207379711005653 0.3235499173770077 0.0002760439878592754
0.6876452283281944 0.1309352510115796 0.0
0.789138548109188 0.2226320911003512 0.2399564033590449

0.7870313986616545 0.2230386107770369 -0.2385058539551111
0.6876452283281944 0.1309352510115796 0.0
0.6207379711005653 0.3235499173770077 0.0002760439878592754

1.118729405632837 0.4633928924387122 0.2133530173190438
1.006636727386315 0.7724195280143384 0.1331398641246033
0.9119396277986948 0.5974728938732093 0.2861084173071992

0.9119396277979529 0.5974728938737419 -0.2861084173073027
1.006636727385966 0.7724195280140709 -0.1331398641254908
1.125129884502925 0.4636466695210835 -0.2072372586429857

0.9192388155425119 0.9192388155425117 -7.347880794884119e-17
1.006636727386315 0.7724195280143384 0.1331398641246033
1.12583302491977 0.6499999999999998 -7.347880794884119e-17

1.12583302491977 0.6499999999999998 -7.347880794884119e-17
1.006636727385966 0.7724195280140709 -0.1331398641254908
0.9192388155425119 0.9192388155425117 -7.347880794884119e-17

0.6207379711005653 0.3235499173770077 0.0002760439878592754
0.7009024073546561 0.4375020274793576 0.2445555013248538
0.5159824223470176 0.5159824223470175 0.1301651217352681

0.515982422347017 0.5159824223470169 -0.1301651217352661
0.7009024073517839 0.4375020274801192 -0.2445555013234091
0.6207379711005653 0.3235499173770077 0.0002760439878592754

0.9332437198131063 0.0 0.2924783736545472
0.789138548109188 0.2226320911003512 0.2399564033590449
0.7297093396292746 0.0 0.1301651217352681

0.7297093396292736 0.0 -0.1301651217352661
0.7870313986616545 0.2230386107770369 -0.2385058539551111
0.9332437198131038 0.0 -0.2924783736545467

0.515982422347017 0.5159824223470169 -0.1301651217352661
0.6207379711005653 0.3235499173770077 0.0002760439878592754
0.5159824223470176 0.5159824223470175 0.1301651217352681

1.3 0.0 -7.347880794884119e-17
1.22389559749145 0.2045944712070508 -0.1788227380390017
1.255703574175789 0.3364647586332766 -7.347880794884119e-17

0.9332437198131063 0.0 0.2924783736545472
1.065166530325946 0.2194857250446486 0.2869423385859652
0.789138548109188 0.2226320911003512 0.2399564033590449

0.8393689412550367 0.8393689412550366 -0.2345494447404101
0.9119396277979529 0.5974728938737419 -0.2861084173073027
0.6599029627796041 0.659902962779604 -0.2924783736545467

0.6599029627796059 0.6599029627796058 0.2924783736545473
0.9119396277986948 0.5974728938732093 0.2861084173071992
0.8393689412550379 0.8393689412550378 0.2345494447404088

0.9332437198131038 0.0 -0.2924783736545467
1.048541989129808 0.2192456532456546 -0.291423974517824
1.187046940557619 0.0 -0.23454944474041

1.255703574175789 0.3364647586332766 -7.347880794884119e-17
1.220389956673403 0.2341086812298259 0.1764227330600014
1.3 0.0 -7.347880794884119e-17

0.789138548109188 0.2226320911003512 0.2399564033590449
0.6876452283281944 0.1309352510115796 0.0
0.7297093396292746 0.0 0.1301651217352681

0.7297093396292736 0.0 -0.1301651217352661
0.6876452283281944 0.1309352510115796 0.0
0.7870313986616545 0.2230386107770369 -0.2385058539551111

1.18704694055762 0.0 0.2345494447404088
1.065166530325946 0.2194857250446486 0.2869423385859652
0.9332437198131063 0.0 0.2924783736545472

0.9119396277979529 0.5974728938737419 -0.2861084173073027
0.7009024073517839 0.4375020274801192 -0.2445555013234091
0.6599029627796041 0.659902962779604 -0.2924783736545467

0.6599029627796059 0.6599029627796058 0.2924783736545473
0.7009024073546561 0.4375020274793576 0.2445555013248538
0.9119396277986948 0.5974728938732093 0.2861084173071992

1.3 0.0 -7.347880794884119e-17
1.220389956673403 0.2341086812298259 0.1764227330600014
1.18704694055762 0.0 0.2345494447404088

0.7870313986616545 0.2230386107770369 -0.2385058539551111
1.048541989129808 0.2192456532456546 -0.291423974517824
0.9332437198131038 0.0 -0.2924783736545467

